food_code,food_name,calorie,carb,protein,fat
D603-145090000-0001,떡국_달걀,85,17.9,2.1,0.62
D603-145320000-0001,떡국_소고기,99,17.72,3.44,1.8
D603-145321100-0001,떡국_소고기_달걀,99,17.72,3.4,1.8
D603-146000000-0001,떡만두국,86,16.74,2.5,1.07
D603-146010000-0001,떡만두국_고기만두,67,10.7,2.67,1.59
D603-148000000-0001,라면,169,24.49,4.1,5.77
D603-151010000-0001,만두국_고기만두,59,7.09,3.02,2.15
D603-157000000-0001,비빔국수,188,30.64,6.4,3.9
D603-160520000-0001,수제비_감자,88,17.65,2.9,0.27
D603-161000000-0001,스파게티,163,26.23,5.4,4.08
D603-162000000-0001,쌀국수,66,12.66,2.2,0.77
D603-164000000-0001,우동,61,11.24,1.81,0.8
D603-168000000-0001,자장면,114,20.92,4.03,1.2
D603-169000000-0001,잔치국수,66,11.84,2.34,0.9
D603-172000000-0001,짬뽕,73,11.93,2.8,1.27
D603-173000000-0001,쫄면,113,23.35,3.23,0.71
D603-174000000-0001,칼국수,97,20.03,2.7,0.29
D603-174500000-0001,칼국수_해물,78,14.74,3.1,0.39
D603-179000000-0001,고기만두,99,14.13,6.1,1.63
D603-180000000-0001,군만두,219,25.22,8.5,9.25
D603-181000000-0001,김치 고기만두,294,42.38,16.2,5.26
D603-182000000-0001,김치만두,76,7.9,5.9,2.05
D603-184000000-0001,막국수,216,43.29,8.3,0.71
D603-185000000-0001,만두탕수,88,11.38,3,3.38
D603-186000000-0001,모밀국수,126,25.31,4.8,0.42
D603-187000000-0001,물냉면,83,14.21,4.2,0.83
D603-188000000-0001,물만두,98,13.04,6.6,2.42
D603-191000000-0001,볶음 우동,80,9.69,3.3,2.86
D603-193000000-0001,어묵 우동,61,11.21,1.8,0.8
D603-195000000-0001,장국국수,144,21.12,6.4,3.06
D603-197000000-0001,짜장면,105,20.9,4,1.25
D603-199500000-0001,치즈 스파게티_해물,99,15.18,4.5,2.09
D604-181000000-0001,닭죽,112,15.7,5.7,2.58
D604-181090000-0001,닭죽_채소,115,14.34,6.99,2.96
D604-184000000-0001,소고기버섯죽,99,15.03,2.7,2.89
D604-193000000-0001,참치죽,60,8.45,2.4,1.8
D604-195000000-0001,팥죽,121,24.91,4.3,0.27
D604-197000000-0001,호박죽,38,8.79,0.7,0.06
D604-199000000-0001,감자스프,85,8.13,2.9,4.45
D604-212000000-0001,흰죽,64,13.49,1.2,0.28
D605-199000000-0001,갈비탕,33,0.56,1.8,2.46
D605-200000000-0001,감자국,22,4.09,1.5,0.1
D605-203000000-0001,곰탕,68,6.95,3.5,2.62
D605-204120000-0001,굴국_두부,19,0.97,2,0.68
D605-205064700-0001,김치국_김치_콩나물,12,1.65,1.09,0.31
D605-205120000-0001,김치국_두부,18,1.7,1.6,0.51
D605-205370000-0001,김치국_콩나물,8,1.08,0.6,0.18
D605-210000000-0001,달걀국,22,1.12,2.07,0.98
D605-212000000-0001,닭고기육개장,43,1.96,4.35,2.06
D605-213000000-0001,닭곰탕,59,4.06,5.18,2.36
D605-216050000-0001,된장국_근대,14,1.92,1.02,0.36
D605-216160000-0001,된장국_미역,16,1.72,1.35,0.61
D605-216270000-0001,된장국_시금치,15,2.2,1.18,0.33
D605-216280000-0001,된장국_시래기,17,2.39,1.14,0.5
D605-216300000-0001,된장국_아욱,16,2.46,1.18,0.33
D605-216310000-0001,된장국_얼갈이배추,14,1.76,1.02,0.42
D605-216350000-0001,된장국_유부,26,2.03,1.72,1.3
D605-217000000-0001,들깨국,15,1.68,0.68,0.77
D605-219130000-0001,무국_들깨,15,1.6,0.7,0.77
D605-219240000-0001,무국_소고기,26,0.99,1.9,1.66
D605-219241700-0001,무국_소고기_두부,27,0.92,2,1.58
D605-219520000-0001,무국_어묵,22,2.62,1.9,0.4
D605-222000000-0001,미소된장국,26,2.35,1.99,1.18
D605-223000000-0001,미역국,7,0.88,0.8,0.33
D605-223130000-0001,미역국_들깨,17,1.29,0.75,1.21
D605-223200000-0001,미역국_북어,11,0.81,1.8,0.26
D605-223240000-0001,미역국_소고기,23,0.67,1.84,1.54
D605-225000000-0001,배추국,9,0.89,1.3,0.1
D605-225130000-0001,배추국_들깨,21,1.85,1.1,1.26
D605-226150000-0001,북어국_무,18,1.07,2.23,0.48
D605-226151700-0001,북어국_무_두부,20,0.65,2.6,0.73
D605-226370000-0001,북어국_콩나물,18,1.09,2.42,0.52
D605-226480000-0001,북어국_달걀,32,0.89,4.9,0.91
D605-228000000-0001,삼계탕,80,3.54,7.32,3.85
D605-229000000-0001,새우탕,40,2.51,6.2,0.56
D605-232000000-0001,소고기육개장,32,2.09,2.59,1.68
D605-234000000-0001,순대국,25,1.56,2,1.28
D605-237020000-0001,어묵국(어묵탕)_고춧가루,30,4.31,1.93,0.69
D605-241160000-0001,오이냉국_미역,7,1.32,0.7,0.18
D605-242000000-0001,오징어국,24,1.63,3.6,0.4
D605-244000000-0001,유부국,17,1.13,1.08,1.02
D605-245080000-0001,육개장_닭고기,44,1.83,4.4,2.07
D605-245240000-0001,육개장_소고기,33,1.96,2.6,1.71
D605-245500000-0001,육개장_돼지고기,45,3.65,5.9,1.04
D605-253020000-0001,콩나물국_고춧가루,7,0.94,0.9,0.23
D605-253150000-0001,콩나물국_무,6,0.75,0.7,0.2
D605-253373100-0001,콩나물국_콩나물_소고기,31,1.75,2.51,1.66
D605-253380000-0001,콩나물국_콩나물만,7,1.01,0.85,0.23
D605-253530000-0001,콩나물국_청양고추,8,0.97,0.9,0.25
D605-261120000-0001,감자 된장국_두부,32,4,2.4,0.77
D605-263000000-0001,건새우 미역국,28,1.02,3.8,1.03
D605-264000000-0001,고디국(다슬기맑은국),17,1.58,1.4,0.71
D605-266000000-0001,근대 된장국,14,1.92,1,0.36
D605-269000000-0001,김치 콩나물국,10,1.28,1.1,0.19
D605-272000000-0001,동태국,21,1.36,3.4,0.18
D605-273000000-0001,냉이 된장국,15,1.72,1.3,0.42
D605-274000000-0001,다슬기 된장국,22,2.48,2.1,0.67
D605-275000000-0001,달래 된장국,38,2.57,3,1.85
D605-276000000-0001,닭고기 미역국,21,0.71,3.2,0.74
D605-278000000-0001,두부 달걀탕,37,1.73,3.7,1.68
D605-279000000-0001,두부 된장국,26,2.12,2.3,0.99
D605-280000000-0001,두부국,31,1.25,2.5,1.64
D605-282000000-0001,메밀묵국,61,11.24,1.5,1.22
D605-285000000-0001,무 된장국,18,2.11,1.6,0.41
D605-286000000-0001,무 북어국,18,0.95,2.4,0.5
D605-289000000-0001,바지락 미역국,13,1.22,1.9,0.28
D605-290000000-0001,바지락국,17,0.74,2.2,0.52
D605-291000000-0001,배추 된장국,13,1.8,0.9,0.29
D605-291240000-0001,배추 된장국_소고기,30,1.92,2,1.63
D605-294000000-0001,뼈다귀해장국,21,0.96,2.7,0.63
D605-300000000-0001,소고기 무국,23,0.53,1.6,1.49
D605-301000000-0001,소고기 미역국,23,0.56,1.9,1.55
D605-302156200-0001,소고기국_무_당면,34,2.92,1.8,1.67
D605-303000000-0001,시금치 된장국,15,2.19,1.2,0.33
D605-304000000-0001,시래기 된장국,17,2.36,1.1,0.5
D605-305000000-0001,쑥 된장국,25,2.81,2.2,0.72
D605-306000000-0001,아욱 된장국,16,2.45,1.2,0.33
D605-307170000-0001,애호박 감자된장국_바지락,23,3.16,1.9,0.32
D605-310000000-0001,어묵국,43,5.53,3.3,0.99
D605-312000000-0001,어묵탕,30,3.92,2.1,0.73
D605-312020000-0001,어묵탕_고춧가루,29,4.23,1.9,0.69
D605-313000000-0001,얼갈이 된장국,14,1.76,1,0.42
D605-314000000-0001,열무 된장국,20,2.14,2.1,0.51
D605-316000000-0001,올갱이해장국,41,3.45,4,1.36
D605-318000000-0001,조개 미역국,11,0.97,1.5,0.24
D605-323460000-0001,콩나물 선짓국_낙지,21,1.79,3.1,0.34
D605-324000000-0001,콩나물 황태국,30,0.99,4.6,0.87
D605-325000000-0001,해물 된장국,36,1.85,5.3,0.76
D605-326000000-0001,호박 된장국,17,2.17,1.2,0.4
D605-328000000-0001,홍합 무국,19,1.36,2.7,0.24
D605-329000000-0001,홍합 미역국,17,1.05,1.8,0.77
D605-330000000-0001,홍합국(홍합탕),17,0.75,2.8,0.24
D606-259000000-0001,갈치찌개,39,2.39,3.9,1.56
D606-260000000-0001,감자탕,65,4.5,4.59,3.34
D606-263110000-0001,고추장찌개_두부,49,6.96,3.19,1.27
D606-266000000-0001,김치찌개,19,2.33,1.2,0.53
D606-266101700-0001,김치찌개_돼지고기_두부,41,2.35,4.1,1.62
D606-266250000-0001,김치찌개_참치,36,2.28,4.61,0.98
D606-266280000-0001,김치찌개_햄,39,3.27,2.8,1.74
D606-268000000-0001,꽃게탕,23,2.25,2.8,0.41
D606-273000000-0001,동태찌개,24,2.61,3.2,0.19
D606-275000000-0001,된장찌개,46,5.63,3.6,1.2
D606-275180000-0001,된장찌개_소고기,44,4.95,2.7,1.52
D606-275220000-0001,된장찌개_우렁,41,3.54,4,1.35
D606-275330000-0001,된장찌개_모듬채소,37,4.68,2.6,0.99
D606-275380000-0001,된장찌개_호박,39,3.8,3.8,1.01
D606-277300000-0001,두부찌개_굴,21,1.51,2.1,0.7
D606-282000000-0001,버섯전골,36,3.22,2.6,1.81
D606-283000000-0001,버섯찌개,32,4.27,2.2,1.32
D606-284000000-0001,부대찌개,57,5.33,4.83,1.89
D606-286000000-0001,불낙전골,37,1.3,3.5,2.02
D606-295000000-0001,오리탕,79,7.73,3.9,3.53
D606-297140000-0001,청국장찌개_배추김치,29,3.09,2.54,0.88
D606-298000000-0001,추어탕,26,2.36,2.65,0.77
D606-305000000-0001,감자 소고기찌개,52,4.05,3.4,2.45
D606-309000000-0001,김치 청국장찌개,30,3.2,2.6,0.9
D606-310000000-0001,김치순두부,42,1.54,4.7,1.8
D606-310130000-0001,김치순두부_바지락,50,2.48,5.7,1.78
D606-310270000-0001,김치순두부_해물,35,1.65,4,1.36
D606-313000000-0001,대구지리,19,1.02,3.4,0.25
D606-317000000-0001,동태 매운탕,25,1.98,3.3,0.5
D606-318000000-0001,돼지갈비전골,227,5.07,16.6,15.14
D606-321030000-0001,두부 청국장찌개_김치,44,3.01,4.7,1.4
D606-328000000-0001,버섯 매운탕,45,6.93,2.4,1.36
D606-343000000-0001,어묵 매운탕,40,5.86,2.8,0.84
D606-350000000-0001,참치찌개,45,3.11,5.8,1.06
D607-309060000-0001,김치찜_돼지고기,77,2.63,7.11,4.05
D607-310000000-0001,깻잎찜,59,8.23,4,1.82
D607-317000000-0001,달걀찜,119,1.66,11.1,7.01
D607-317050000-0001,달걀찜_당근,69,2.3,6.12,3.6
D607-317120000-0001,달걀찜_새우젓,71,0.83,6.5,4.32
D607-318020000-0001,닭찜_간장,109,8.11,9.2,4.31
D607-318080000-0001,닭찜_매운양념,114,8.71,9.11,4.73
D607-324000000-0001,돼지갈비찜,140,5.91,10.7,7.71
D607-324084300-0001,돼지갈비찜_매운양념_채소,130,7.41,10.22,6.6
D607-324084301-0001,돼지갈비찜_매운양념_채소_떡,143,11.58,9.8,6.3
D607-324210000-0001,돼지갈비찜_채소,137,5.92,10.75,7.64
D607-324211800-0001,돼지갈비찜_채소_떡,143,10.12,10.28,6.66
D607-326000000-0001,돼지고기찜,109,8.89,10.82,3.25
D607-333000000-0001,소갈비찜,238,7.91,12.8,16.8
D607-337000000-0001,순대,165,20.61,5.5,6.55
D607-345000000-0001,코다리찜,46,3.74,6,0.9
D607-359000000-0001,돼지사태찜,109,8.89,10.8,3.25
D607-370000000-0001,소사태찜,137,10.44,12.6,4.65
D607-371000000-0001,연두부찜,76,6.35,4.6,3.58
D607-373000000-0001,제육(돼지고기 수육),150,1.2,18.7,7.12
D608-352000000-0001,가자미구이,127,1.65,14.41,6.46
D608-355000000-0001,갈치구이,117,3.05,9.59,6.95
D608-355030000-0001,갈치구이_기름,118,3.05,9.6,6.95
D608-356000000-0001,감자구이,81,12.44,1.5,2.91
D608-357000000-0001,고등어구이,176,3.9,12.28,11.84
D608-357030000-0001,고등어구이_기름,177,3.9,12.3,11.84
D608-357240000-0001,고등어구이_카레,190,6.42,14,11.63
D608-360000000-0001,굴비구이,524,0.6,59.2,29.72
D608-362040000-0001,꼬치구이_닭고기,115,0.75,23.4,1.36
D608-363000000-0001,꽁치구이,215,2.18,25.4,10.72
D608-365000000-0001,닭구이,110,3.31,10.59,5.71
D608-366000000-0001,닭날개구이,121,3.77,11.12,6.51
D608-367000000-0001,닭다리구이,88,2.18,8.72,4.72
D608-373000000-0001,돼지갈비구이,132,6.57,8,7.78
D608-375010000-0001,돼지불고기_간장,79,4.15,8.88,2.89
D608-375020000-0001,돼지불고기_고추장,83,5.48,8.98,2.88
D608-375070000-0001,돼지불고기_버섯,82,4.14,8.8,3.17
D608-377000000-0001,런천미트구이,303,11.08,21.6,19.1
D608-383000000-0001,삼치구이,77,2.15,8.96,3.31
D608-386000000-0001,소불고기,289,4.8,13.4,22.87
D608-386070000-0001,소불고기_버섯,86,4.38,8.68,3.76
D608-388000000-0001,연어구이,223,0.32,26.8,11.68
D608-391000000-0001,오리고기로스,169,0.78,29.7,4.37
D608-392000000-0001,오리불고기,81,7.36,9.62,1.54
D608-395000000-0001,임연수구이,256,0.71,26.4,15.09
D608-399000000-0001,조기구이,205,4.15,22.9,9.81
D608-402000000-0001,치킨데리야끼,142,5.56,25.4,1.55
D608-403000000-0001,콘치즈구이,105,15.24,2.3,3.81
D608-404000000-0001,함박스테이크,250,16.12,22,9.85
D608-407000000-0001,감자그라탕,138,13.03,4.1,7.81
D608-414000000-0001,돼지고기 스테이크,183,8.99,21.8,5.85
D608-416000000-0001,베이컨떡말이구이,239,29.9,6.3,10.55
D608-418000000-0001,북어구이,287,10.53,46.5,5.91
D608-421000000-0001,삼치 카레구이,213,3.71,27.1,9.05
D608-422000000-0001,새송이버섯 구이,58,4.17,1.6,4.81
D608-424000000-0001,소갈비 구이,210,6.33,10.2,15.23
D608-426000000-0001,소등심 스테이크,223,3.3,10.6,18.22
D608-427000000-0001,소등심구이,311,0.26,15.9,26.79
D608-433000000-0001,우럭구이,207,0.84,25.1,10.51
D608-436000000-0001,장어 양념구이,331,16.89,16.5,21.39
D608-446000000-0001,햄구이,260,3.34,17.8,19.52
D609-407000000-0001,가지전,37,3.68,1.1,1.99
D609-408000000-0001,감자전,41,6.2,0.8,1.42
D609-412110000-0001,김치전_해물,68,7.52,2.9,2.62
D609-412170000-0001,김치전_오징어,162,20.48,5.5,5.81
D609-415000000-0001,녹두빈대떡,193,24.55,10.2,5.71
D609-415111500-0001,녹두빈대떡_해물_돼지고기,103,10.63,9,2.58
D609-416000000-0001,달걀말이,169,1.31,10.6,12.78
D609-416090000-0001,달걀말이_채소,167,4.09,11.03,11.17
D609-416150000-0001,달걀말이_부추,102,2.3,6.7,6.93
D609-417000000-0001,달걀부침(달걀후라이),178,3.05,10.97,12.76
D609-418000000-0001,동태전,239,9.14,16.8,14.08
D609-419000000-0001,두부부침,187,5.08,12.9,12.38
D609-420000000-0001,두부전,161,8.66,9.8,9.14
D609-421000000-0001,맛살전,230,29.75,9.9,7.41
D609-425000000-0001,버섯전,202,25.31,6.7,8.64
D609-426110000-0001,부추전_해물,215,25.53,9.42,7.58
D609-433000000-0001,스크램블드에그,88,2.77,6.24,5.46
D609-434000000-0001,애호박전,126,12.12,3.5,6.98
D609-437000000-0001,완자전,313,15.83,11,22.41
D609-439000000-0001,채소전,204,25.64,4.6,8.5
D609-442000000-0001,해물파전,128,12.49,9.3,4.15
D609-443000000-0001,햄부침,237,7.93,19.6,13.67
D609-444000000-0001,햄전,241,8.44,19.54,13.5
D609-445000000-0001,호박전,126,12.12,3.5,6.98
D609-448000000-0001,녹두전,92,8.41,5,4.2
D609-449000000-0001,달걀후라이,178,3.05,11,12.76
D609-450060000-0001,떡산적_소고기,255,28.64,6.3,12.73
D609-452000000-0001,소고기 완자전,314,10.06,14.1,22.92
D609-453000000-0001,애호박부침개,159,19.42,4.6,6.56
D609-457000000-0001,오믈렛,88,2.77,6.3,5.45
D609-460000000-0001,해물 완자전,236,20.69,15.4,9.39
D610-450000000-0001,감자볶음,52,8.95,1.2,1.31
D610-450032500-0001,감자볶음_감자_베이컨,53,5.91,1.86,2.49
D610-450035400-0001,감자볶음_감자_햄,47,5.29,2.57,1.75
D610-450300000-0001,감자볶음_잔멸치,153,16.69,6.7,6.57
D610-450320000-0001,감자볶음_채소,67,9.09,1.3,2.92
D610-450470000-0001,감자볶음_양파,114,12.58,1.7,6.39
D610-450524300-0001,감자볶음_햄_채소,47,5.29,2.6,1.75
D610-451000000-0001,건새우볶음,154,9.52,15.6,5.64
D610-453000000-0001,고추잡채,91,5.09,9.69,3.47
D610-454000000-0001,고추장볶음,376,33.35,9.1,24.52
D610-456000000-0001,김치볶음,60,6.28,1.6,3.16
D610-456110000-0001,김치볶음_김치,54,5.51,1.39,3
D610-456114200-0001,김치볶음_김치_참치,57,4.28,5.95,1.75
D610-456160000-0001,김치볶음_돼지고기,161,7.34,8.8,10.42
D610-456310000-0001,김치볶음_참치,64,4.73,5,2.85
D610-456520000-0001,김치볶음_햄,188,9.47,11.2,11.4
D610-457000000-0001,낙지볶음,136,11.29,12.6,4.79
D610-459000000-0001,느타리버섯볶음,56,3.18,1.4,4.8
D610-459144300-0001,느타리버섯볶음_느타리버섯_채소,37,4.15,1.62,2.41
D610-462000000-0001,닭볶음(닭갈비),132,12.53,11.2,3.98
D610-462200000-0001,닭볶음(닭갈비)_매운양념,131,12.54,11.24,3.98
D610-462204400-0001,닭볶음(닭갈비)_매운양념_치즈,168,14.98,14.44,5.45
D610-464110000-0001,돼지고기볶음_김치,99,4.45,9.1,4.74
D610-464162300-0001,돼지고기볶음_돼지고기_배추김치,94,4.14,9.13,4.38
D610-464162400-0001,돼지고기볶음_돼지고기_버섯,99,5.66,11.07,3.63
D610-464163800-0001,돼지고기볶음_돼지고기_오징어,94,5.65,9.21,3.88
D610-464164000-0001,돼지고기볶음_돼지고기_짜장,112,6.37,12.01,4.09
D610-464164300-0001,돼지고기볶음_돼지고기_채소,104,6.4,11.45,3.66
D610-464490000-0001,돼지고기볶음_짜장,116,6.38,11.9,4.45
D610-467000000-0001,떡볶이,258,53.39,4.3,3.62
D610-467020000-0001,떡볶이_간장,145,27.33,4.52,2.09
D610-467091900-0001,떡볶이_고추장_메추리알,100,19.23,3.11,1.48
D610-467093600-0001,떡볶이_고추장_어묵,161,34.59,3.94,1.25
D610-467270000-0001,떡볶이_소고기,157,25.28,4.1,4.46
D610-467290000-0001,떡볶이_어묵,130,27.18,3.2,1.3
D610-467430000-0001,떡볶이_모듬,125,24.89,3.2,1.63
D610-470000000-0001,마파두부,146,7.67,8.8,8.86
D610-472070000-0001,멸치볶음_견과류,172,7.45,13,10.41
D610-475000000-0001,미역줄기볶음,60,4.4,1.8,4.73
D610-475234300-0001,미역줄기볶음_미역줄기_채소,35,3.27,0.72,2.74
D610-481090000-0001,소고기볶음_고추장,157,7.04,5.7,11.51
D610-482000000-0001,소시지볶음,132,7.75,6.8,8.25
D610-482320000-0001,소시지볶음_채소,134,7.71,6.8,8.34
D610-483000000-0001,순대볶음,100,12.34,3.31,4.43
D610-483320000-0001,순대볶음_채소,99,17.27,2,2.67
D610-486000000-0001,어묵볶음,110,10.49,4.7,5.44
D610-486294300-0001,어묵볶음_어묵_채소,78,9.78,3.97,2.76
D610-486320000-0001,어묵볶음_채소,79,9.77,4,2.76
D610-488000000-0001,오징어볶음,77,8.19,8.2,1.29
D610-488320000-0001,오징어볶음_채소,77,8.19,8.2,1.29
D610-489000000-0001,오징어채볶음,54,3.43,6.23,1.6
D610-491000000-0001,잔멸치볶음,130,6.66,10.4,6.51
D610-491020500-0001,잔멸치볶음_간장_고추장,109,6.7,11.3,3.89
D610-491070000-0001,잔멸치볶음_견과류,147,8.18,9.8,8.68
D610-491090000-0001,잔멸치볶음_고추장,231,17.05,17,10.22
D610-491300300-0001,잔멸치볶음_잔멸치_견과류,147,8.17,9.77,8.68
D610-491360000-0001,잔멸치볶음_풋고추,93,5.99,9.5,3.28
D610-492160000-0001,잡채_돼지고기,109,18.82,3.16,2.5
D610-492253100-0001,잡채_버섯_소고기,129,17.88,3.2,5.54
D610-492270000-0001,잡채_소고기,112,16.38,2.5,4.18
D610-493000000-0001,주꾸미볶음,74,8.01,6.9,1.9
D610-498000000-0001,파래볶음,61,1.88,1.2,5.96
D610-500000000-0001,표고버섯볶음,34,4,1.7,2.06
D610-504000000-0001,햄채소볶음,296,14.04,11.6,21.92
D610-508300000-0001,꽈리고추볶음_잔멸치,152,11.91,12.2,6.33
D610-508306600-0001,꽈리고추볶음_잔멸치_호두,72,4.34,6.5,3.21
D610-511000000-0001,돼지고기 피망잡채,91,5.1,9.7,3.5
D610-513000000-0001,매운 어묵볶음,90,11.02,5.1,2.93
D610-514000000-0001,모듬버섯볶음,69,6.82,3,4.56
D610-517000000-0001,부추잡채,75,3.89,4.9,4.36
D610-518000000-0001,브로콜리 버섯볶음,24,2.96,1.4,1.13
D610-519000000-0001,세발낙지볶음,68,7.88,4.7,2.29
D610-521000000-0001,소고기채소볶음,198,7.24,8.4,14.99
D610-523000000-0001,소시지 케첩볶음,234,13.02,11.6,14.74
D610-525270000-0001,양송이버섯볶음_소고기,84,3.85,4.1,6.3
D610-527000000-0001,어묵잡채,128,10.14,6.7,6.55
D610-528000000-0001,우엉볶음,65,6.6,1.7,3.72
D610-529000000-0001,제육볶음,168,12.19,15.4,6.34
D610-529320000-0001,제육볶음_채소,109,6.4,11.3,4.15
D610-529480000-0001,제육볶음_오징어,96,5.63,9.2,4
D610-530000000-0001,콩나물잡채,43,4.01,2.2,2.49
D610-531000000-0001,폭찹,124,5.73,12.2,5.35
D611-506000000-0001,가자미조림,174,7,23.9,5.28
D611-507060000-0001,갈치조림_무,118,7.39,10.8,4.81
D611-508000000-0001,감자조림,75,14.28,1.8,1.36
D611-509000000-0001,고등어조림,114,6.06,10.2,4.99
D611-509060000-0001,고등어조림_무,94,5.02,8.4,4.27
D611-509070000-0001,고등어조림_배추김치,82,5.61,6.97,3.53
D611-511000000-0001,꽁치조림,129,4.25,18,3.57
D611-511060000-0001,꽁치조림_무,83,5.73,9.1,2.54
D611-511070000-0001,꽁치조림_배추김치,81,5.52,7.25,3.25
D611-512000000-0001,달걀조림,84,5.87,6.7,3.48
D611-513000000-0001,닭도리탕,116,8.71,9.5,4.83
D611-515000000-0001,닭조림,121,8.29,10.53,4.92
D611-517000000-0001,두부조림,138,8.66,10.51,6.73
D611-517030000-0001,두부조림_돼지고기,175,7.09,14.7,9.37
D611-519000000-0001,멸치조림,150,6.5,15,6.69
D611-520000000-0001,무조림,48,8.69,2.6,0.74
D611-521000000-0001,미트볼조림,156,16.1,5.8,8.14
D611-525000000-0001,삼치조림,185,8.91,19,7.12
D611-527000000-0001,어묵조림,166,17.71,8.4,6.88
D611-528000000-0001,연근조림,185,28.37,5,6.46
D611-531000000-0001,우엉조림,120,16.45,3.76,4.88
D611-532031900-0001,장조림_돼지고기_메추리알,141,5.53,15.38,5.93
D611-534000000-0001,쥐포조림,140,16.76,11.9,3.02
D611-535060000-0001,코다리조림_무,73,6.05,9.34,1.26
D611-540000000-0001,고구마조림,167,38.6,2.5,0.59
D611-541000000-0001,곤약조림,43,7.17,1.1,1.99
D611-544000000-0001,다시마조림,61,7.02,3.1,3.39
D611-548000000-0001,돼지고기 장조림,133,5.93,15.4,4.84
D611-549000000-0001,돼지등심 장조림,111,4.75,16,2.38
D611-551000000-0001,메추리알 돼지고기장조림,144,5.53,15.3,6.22
D611-553000000-0001,메추리알장조림,151,8.89,11.3,6.79
D611-555000000-0001,무 어묵조림,112,14.92,6.3,3.06
D611-556000000-0001,삶은 땅콩 조림,190,21.15,6.8,9.74
D611-558000000-0001,소고기 장조림,237,3.97,31.5,9.66
D611-558040000-0001,소고기 장조림_메추리알,152,6.22,14.4,7.12
D611-559000000-0001,소시지조림,196,12.66,11.4,11.1
D611-560000000-0001,오징어포조림,133,13.03,15.5,1.77
D611-561000000-0001,완자조림,171,13.35,13.9,6.35
D611-566000000-0001,콩조림,198,22.36,13.5,6.44
D612-537000000-0001,감자튀김,114,15.88,2.1,4.78
D612-538000000-0001,고구마맛탕,143,27.12,0.71,3.53
D612-539000000-0001,고구마튀김,182,32.12,1.9,4.74
D612-540000000-0001,고추튀김,177,21.78,4.7,7.42
D612-541000000-0001,김말이튀김,132,19.56,1.1,5.42
D612-549000000-0001,닭튀김,153,4.56,15.5,7.36
D612-549160000-0001,닭튀김_양념,128,12.56,10.8,3.66
D612-552000000-0001,떡강정,202,36.43,2.5,5.09
D612-558000000-0001,북어강정,320,28.5,13.9,16.4
D612-559000000-0001,생선까스,198,10.89,15.3,9.57
D612-566000000-0001,탕수육,160,13.14,10.6,6.86
D612-570000000-0001,새우튀김,145,16.52,7.1,5.58
D612-571000000-0001,오징어튀김,163,9.96,12.2,7.58
D612-573000000-0001,가자미튀김,225,5.54,20.7,12.36
D612-574000000-0001,가지탕수,171,23.56,2.4,7.24
D612-581000000-0001,깐풍기,156,7.07,16,6.22
D612-582000000-0001,깻잎튀김,191,17.33,5.4,10.76
D612-587000000-0001,닭강정,146,12.02,13.5,4.3
D612-593000000-0001,돼지갈비강정,244,20.4,13,11.52
D612-594000000-0001,돼지고기강정,174,8.41,14.8,8.44
D612-596000000-0001,두부 탕수,123,15.13,4.5,4.82
D612-597000000-0001,두부튀김,122,9.82,6.4,6.16
D612-598000000-0001,등심돈가스,174,14.56,13.8,5.89
D612-601000000-0001,삼치튀김,136,3.69,13.7,6.82
D612-602000000-0001,새우 탕수,149,12.77,11,5.84
D612-604000000-0001,소시지튀김,280,18.39,12.3,16.61
D612-605000000-0001,식빵튀김,262,37,6,9.92
D612-608000000-0001,어묵튀김,179,15.75,8.4,8.93
D612-611000000-0001,오징어탕수,158,12.98,8.3,7.62
D612-613000000-0001,임연수튀김,180,9.48,12.7,9.43
D612-615000000-0001,장어튀김,209,6.64,10.2,14.75
D612-618000000-0001,채소튀김,214,25.35,3.4,10.51
D612-619000000-0001,탕수어,185,25.43,8.5,5.02
D613-567000000-0001,가지나물,64,8.1,2.6,2.86
D613-568000000-0001,고구마줄기나물,60,3.41,0.8,4.76
D613-568030000-0001,고구마줄기나물_고춧가루,27,4.3,1.2,0.69
D613-571000000-0001,깻잎나물,63,6,2.7,3.7
D613-581000000-0001,배추나물,53,7.95,2.4,1.7
D613-584000000-0001,숙주나물,23,2.45,1.7,1.11
D613-584070000-0001,숙주나물_숙주,17,1.58,1.13,0.96
D613-584070200-0001,숙주나물_숙주_게맛살,28,3.71,1.84,0.9
D613-584150000-0001,숙주나물_미나리,18,1.66,1,0.99
D613-585000000-0001,숙주미나리나물,18,1.69,1.04,0.99
D613-586000000-0001,시금치나물,27,3.11,1.6,1.28
D613-586010000-0001,시금치나물_간장,35,4.57,2.4,1.46
D613-586013200-0001,시금치나물_간장_소금,27,3.2,1.61,1.28
D613-587000000-0001,시래기나물,58,10.49,2,1.65
D613-590010000-0001,열무나물_간장,34,5.4,2.9,0.7
D613-590050000-0001,열무나물_된장,50,4.65,3.7,2.37
D613-592000000-0001,유채나물,50,5.6,4.4,2.12
D613-593000000-0001,참나물,17,2.11,0.76,0.8
D613-595050000-0001,취나물_된장,59,9.33,2.6,1.95
D613-596000000-0001,취나물무침,44,6.74,2,1.52
D613-596010000-0001,취나물무침_간장,25,3.64,1,1.01
D613-596170000-0001,취나물무침_소금,99,12.32,3.4,4.95
D613-597000000-0001,콩나물무침,19,1.45,1.6,1.15
D613-597030000-0001,콩나물무침_고춧가루,19,1.92,1.6,0.93
