food_code,food_name,calorie,carb,protein,fat
D202-116000000-0008,파이/만주_플레인 에그디쉬,325,0,6.86,0
D202-116000000-0009,파이/만주_하트 파이,485,0,9.38,0
D202-116000000-0010,파이/만주_딸기잼롤파이,400,0,4.5,0
D202-116000000-0011,파이/만주_로스팅호두로더고소한호두파이 (조각),402,44.64,7.14,23.21
D202-116000000-0012,파이/만주_리프파이,493,0,6.67,0
D202-116000000-0013,파이/만주_미니고구마파이,374,0,7.89,0
D202-116000000-0014,파이/만주_미니딸기필링파이,397,0,3.03,0
D202-116000000-0015,파이/만주_미니애플파이,346,0,5.41,0
D202-116000000-0016,파이/만주_미니크림치즈파이,400,0,6.06,0
D202-116000000-0017,파이/만주_뽀미파이 애플파이,347,0,6.76,0
D202-116000000-0018,파이/만주_생크림 가득 파이,358,33.9,5.4,22.3
D202-116000000-0019,파이/만주_스노우 화이트 애플 파이,290,0,3.33,0
D202-116000000-0020,파이/만주_스틱파이,476,0,6.32,0
D202-116000000-0021,파이/만주_연유슈크림애플파이,332,0,4,0
D202-116000000-0022,파이/만주_크림치즈롤파이,412,0,5.29,0
D202-116000000-0023,파이/만주_클래식애플파이,313,34.67,4,18.67
D202-116000000-0024,파이/만주_파이만주,351,0,6.6,0
D202-116000000-0025,파이/만주_파이콘,514,0,6.8,0
D202-116000000-0026,파이/만주_호두파이,380,0,6,0
D202-116000000-0027,파이/만주_겹겹이딸기파이,394,0,6.38,0
D202-116000000-0028,파이/만주_다크초콜릿롤,417,41.9,7.3,24.5
D202-116000000-0029,파이/만주_달콤한딸기롤파이,371,51.61,3.23,16.13
D202-116000000-0030,파이/만주_달콤한딸기롤파이 (2개입),363,50,3.23,16.13
D202-116000000-0033,파이/만주_달콤한딸기롤파이 (5개입),365,50.97,3.23,16.13
D202-116000000-0034,파이/만주_링고파이,345,0,3,0
D202-116000000-0035,파이/만주_빨미까레 녹차,438,48.75,6.25,22.5
D202-116000000-0037,파이/만주_빨미까레 초코,455,48.75,6.25,25
D202-116000000-0038,파이/만주_빨미까레 쿠앤크,403,45,6.25,21.25
D202-116000000-0039,파이/만주_쌀콩만주,328,63.3,8.5,4.5
D202-116000000-0040,파이/만주_알밤파이만주,400,0,6.67,0
D202-116000000-0041,파이/만주_진한크림치즈롤파이,375,34.38,6.25,25
D202-117000000-0001,팥빵_단팥빵,308,0,10.53,0
D202-117000000-0002,팥빵_단팥빵,314,0,9.3,0
D202-117000000-0003,팥빵_단팥빵,274,0,7.8,0
D202-117000000-0004,팥빵_단팥빵,250,45.45,7.27,4.55
D202-117000000-0005,팥빵_단팥앙금롤브레드,330,0,8.77,0
D202-117000000-0006,팥빵_미강빵,307,0,6.67,0
D202-117000000-0007,팥빵_생크림 듬뿍이 단팥빵,280,0,7.37,0
D202-117000000-0008,팥빵_생크림단팥빵,271,0,6.2,0
D202-117000000-0009,팥빵_연유크림만난단팥빵,324,0,8.57,0
D202-117000000-0010,팥빵_완전소중한단팥빵,307,0,7.41,0
D202-117000000-0011,팥빵_우리쌀앙버터브레드 (H),252,0,3.45,0
D202-117000000-0012,팥빵_쫀득한 단팥빵,294,0,6.9,0
D202-117000000-0013,팥빵_호두가오독오독씹히는단팥빵,407,0,10.28,0
D202-117000000-0014,팥빵_호두과자,258,43.33,15,3.33
D202-117000000-0015,팥빵_호두과자,290,49,7.5,0
D202-117000000-0016,팥빵_호두단팥빵,261,45.22,6.96,6.09
D202-117000000-0017,팥빵_호밀찰보리빵,332,0,5.5,0
D202-117000000-0018,팥빵_단팥소보로빵,386,0,10,0
D202-117000000-0019,팥빵_미니붕어빵 통팥,291,0,6.4,0
D202-117000000-0020,팥빵_소보루단팥빵,356,50,7.1,17.9
D202-117000000-0021,팥빵_추억의 팥절미빵,273,40.4,9.09,12.12
D202-117000000-0025,팥빵_팥 페스츄리 붕어빵,262,39.23,5.38,0
D202-117000000-0026,팥빵_호두과자,317,0,6.92,0
D202-117000000-0027,팥빵_호두통팥,362,42.3,9.7,17.1
D202-118000000-0001,페이스트리_64겹골든페스츄리,385,0,7,0
D202-118000000-0002,페이스트리_64겹페스트리,387,0,7,0
D202-118000000-0003,페이스트리_갈릭페스트리,351,0,8,0
D202-118000000-0004,페이스트리_낙엽페스트리,348,0,8.33,0
D202-118000000-0005,페이스트리_넛츠크림치즈크럼블페이스트리,555,0,7,0
D202-118000000-0006,페이스트리_딸기탑 마마츄리,241,0,3.91,0
D202-118000000-0007,페이스트리_라즈베리 퐁당 마마츄리,269,0,4.13,0
D202-118000000-0008,페이스트리_마카다미아 데니쉬,394,0,5.88,0
D202-118000000-0009,페이스트리_몽블랑 데니쉬,389,0,5.93,0
D202-118000000-0010,페이스트리_몽블랑 플레인,399,0,6.7,0
D202-118000000-0011,페이스트리_미니초코칩트위스트,409,45.45,4.55,22.73
D202-118000000-0012,페이스트리_밤패스트리,361,0,6.17,0
D202-118000000-0013,페이스트리_베이컨 포테이토 데니쉬,442,0,23.85,0
D202-118000000-0014,페이스트리_베이컨&치즈패스트리,424,0,8.86,0
D202-118000000-0015,페이스트리_블루베리 퐁당 마마츄리,266,0,4.04,0
D202-118000000-0016,페이스트리_블루베리품은 소보로 페스트리,441,0,7,0
D202-118000000-0017,페이스트리_비벼먹는 페스츄리 딸기,261,0,4.71,0
D202-118000000-0018,페이스트리_비벼먹는 페스츄리 초콜릿,398,0,6.99,0
D202-118000000-0019,페이스트리_뺑 오 쇼콜라,421,0,7.14,0
D202-118000000-0020,페이스트리_뺑오쇼콜라,457,0,7.3,0
D202-118000000-0021,페이스트리_생크림소보루페스트리,341,0,6,0
D202-118000000-0022,페이스트리_소세지 페스츄리,314,0,11.67,0
D202-118000000-0023,페이스트리_소시지 양파 페이스트리,316,0,10.5,0
D202-118000000-0024,페이스트리_소시지페스트리,356,0,11,0
D202-118000000-0025,페이스트리_슈크림데니쉬,358,0,8,0
D202-118000000-0026,페이스트리_스위트갈릭고구마페스츄리,317,0,5.56,0
D202-118000000-0027,페이스트리_스크류소시지,392,0,10.97,0
D202-118000000-0028,페이스트리_시나몬페스트리,411,0,12,0
D202-118000000-0029,페이스트리_에그베이컨페이스트리,365,0,12.31,0
D202-118000000-0030,페이스트리_오름 치즈 케이츄리,399,0,6.76,0
D202-118000000-0031,페이스트리_쟌슨빌소시지페이스트리,275,0,9,0
D202-118000000-0032,페이스트리_정통소시지데니쉬,351,0,12.63,0
D202-118000000-0033,페이스트리_쫀득한페스트리,327,0,9.33,0
D202-118000000-0034,페이스트리_초코 퐁당 마마츄리,327,0,4.83,0
D202-118000000-0035,페이스트리_치즈소시지페스츄리,355,16.36,10.91,25.45
D202-118000000-0036,페이스트리_콘 치즈 데니쉬,476,0,8.15,0
D202-118000000-0037,페이스트리_쿠인아망,286,0,8.24,0
D202-118000000-0038,페이스트리_퀸아망,415,0,4,0
D202-118000000-0039,페이스트리_팥절미 페이스트리,381,0,11.72,0
D202-118000000-0040,페이스트리_푀이테쇼콜라,350,0,6.67,0
D202-118000000-0041,페이스트리_햄감자말이페스트리,298,0,11.58,0
D202-118000000-0042,페이스트리_허니볼,277,0,6,0
D202-118000000-0043,페이스트리_허니치즈퐁당 마마츄리,319,0,10.96,0
D202-118000000-0044,페이스트리_현무암돌빵,421,0,6.56,0
D202-118000000-0045,페이스트리_회오리롱소시지패스트리,299,0,10.78,0
D202-118000000-0046,페이스트리_갈릭고구마페스츄리,329,39.05,4.76,17.14
D202-118000000-0047,페이스트리_롤링 페이스트리,383,34.9,6.1,24.3
D202-118000000-0048,페이스트리_미니소시지페스츄리,396,25,8.33,29.17
D202-118000000-0050,페이스트리_스위트밤블랑,413,0,6.63,0
D202-118000000-0051,페이스트리_오렌지 페이스트리,277,27.61,4.46,16.68
D202-118000000-0052,페이스트리_오코노미야키 페이스트리,241,22.6,9,12.7
D202-118000000-0053,페이스트리_청포도 페이스트리,276,27.7,4.31,16.64
D202-118000000-0054,페이스트리_촉촉한몽블랑,397,43.53,5.88,22.35
D202-118000000-0055,페이스트리_크림치즈데니쉬,384,30.53,6.32,25.26
D202-118000000-0056,페이스트리_페이스트리 앙버터,449,50.1,5.6,25.1
D202-118000000-0057,페이스트리_프렌치뀐아망,485,50,5.88,29.41
D202-119000000-0001,프레즐_갈릭 프레즐,309,0,7.27,0
D202-119000000-0003,프레즐_고구마 프레즐,268,40.09,12.74,6.6
D202-119000000-0004,프레즐_도그 프레즐,167,18.52,11.11,7.41
D202-119000000-0005,프레즐_버터 프레첼,350,0,7.4,0
D202-119000000-0006,프레즐_불고기 프레즐,267,34.78,13.53,8.21
D202-119000000-0007,프레즐_시나몬슈가스틱,345,0,5.84,0
D202-119000000-0008,프레즐_시나몬슈가 프레즐,354,0,6.25,0
D202-119000000-0009,프레즐_아몬드스틱,340,0,7.28,0
D202-119000000-0010,프레즐_아몬드크림치즈스틱,315,0,7.05,0
D202-119000000-0011,프레즐_아몬드 프레즐,339,0,6.42,0
D202-119000000-0012,프레즐_어니언 프레즐,308,0,7.34,0
D202-119000000-0013,프레즐_오곡 프레즐,308,0,8.33,0
D202-119000000-0014,프레즐_오리지날 프레즐,315,0,7.48,0
D202-119000000-0015,프레즐_오리지널 프레즐,268,52.14,11.11,2.56
D202-119000000-0016,프레즐_오리지널스틱,342,0,7.58,0
D202-119000000-0017,프레즐_초코 프레즐,407,0,6.4,0
D202-119000000-0018,프레즐_커스타드 프레즐,378,0,7.2,0
D202-119000000-0019,프레즐_콘 샐러드 프레즐,215,32.41,10.19,5.09
D202-119000000-0020,프레즐_콘 프레즐,242,32.21,12.98,6.73
D202-119000000-0021,프레즐_크림치즈 프레즐,149,0,10,0
D202-119000000-0022,프레즐_크림치즈 프레즐,272,43.79,9.8,6.54
D202-119000000-0023,프레즐_크림치즈 프레즐,315,0,7,0
D202-119000000-0024,프레즐_크림치즈 프렛즐,253,0,42.42,0
D202-119000000-0025,프레즐_크림치즈스틱,301,0,7.01,0
D202-119000000-0026,프레즐_크림치즈 프레즐,253,0,8.08,0
D202-119000000-0027,프레즐_파마산허브 프레즐,312,0,7.34,0
D202-119000000-0028,프레즐_페퍼로니 프레즐,216,23.81,13.33,7.62
D202-119000000-0029,프레즐_페퍼로니 프레즐,322,0,13.51,0
D202-119000000-0030,프레즐_프레즐,253,0,7.07,0
D202-119000000-0031,프레즐_플레인 프레즐,268,50.43,11.11,2.56
D202-119000000-0032,프레즐_할라피뇨 도그 프레즐,243,26.9,10.34,10.34
D202-119000000-0033,프레즐_햄치즈 프레첼,285,41.4,11.9,8
D202-119000000-0034,프레즐_갈릭스틱,350,0,7.3,0
D202-119000000-0035,프레즐_압구정 프레첼,470,43.8,6.8,29.7
D202-119000000-0036,프레즐_어니언스틱,322,0,7.48,0
D202-119000000-0037,프레즐_크림치즈 프레즐,253,0,7.07,0
D202-120000000-0001,피자_샘스테이크 피자 골드스윗 (R),279,0,14.56,0
D202-120000000-0002,피자_샘스테이크 피자 석쇠 (L),278,0,14.73,0
D202-120000000-0003,피자_1988 피자 (L),255,0,10.9,0
D202-120000000-0004,피자_1992브로 피자 (L),277,0,13,0
D202-120000000-0005,피자_2in1(한우불고기+밤스위트골드) 피자 (L),272,0,16.39,0
D202-120000000-0006,피자_2in1(한우불고기+밤스위트골드) 피자 (F),258,0,16.46,0
D202-120000000-0008,피자_2in1(한우불고기+밤스위트골드) 피자 (R),279,0,17.13,0
D202-120000000-0009,피자_4색 피자 (L),342,0,21.75,0
D202-120000000-0010,피자_4색 피자 (R),271,0,17.2,0
D202-120000000-0011,피자_7번가스페셜 피자 골드스윗 (L),266,0,13.25,0
D202-120000000-0012,피자_7번가스페셜 피자 골드스윗 (R),265,0,13.27,0
D202-120000000-0013,피자_7번가스페셜 피자 리코타링 (L),266,0,13.57,0
D202-120000000-0014,피자_7번가스페셜 피자 리코타링 (R),267,0,13.33,0
D202-120000000-0015,피자_7번가스페셜 피자 석쇠 (L),261,0,13.39,0
D202-120000000-0016,피자_7번가스페셜 피자 석쇠 (R),261,0,13.61,0
D202-120000000-0017,피자_7번가스페셜 피자 씬도우 (L),278,0,10.53,0
D202-120000000-0018,피자_7번가스페셜 피자 씬도우 (R),264,0,11.24,0
D202-120000000-0019,피자_7번가스페셜 피자 치즈링 (L),259,0,14.08,0
D202-120000000-0020,피자_7번가스페셜 피자 치즈링 (R),257,0,14.81,0
D202-120000000-0022,피자_BBQ리얼 시카고 피자 (L),255,0,12.02,0
D202-120000000-0023,피자_BBQ불고기 피자 마니아 에어도우 (L),256,0,12.29,0
D202-120000000-0024,피자_BBQ불고기 피자 마니아 에어도우 (M),250,0,12.65,0
D202-120000000-0025,피자_BBQ불고기 피자 마니아 파마산엣지 (L),247,0,12.54,0
D202-120000000-0026,피자_BBQ불고기 피자 마니아 파마산엣지 (M),250,0,12.95,0
D202-120000000-0027,피자_가든스페셜 피자 (F),214,0,8.4,0
D202-120000000-0028,피자_가든스페셜 피자 (L),213,0,8.21,0
D202-120000000-0029,피자_가든스페셜 피자 (P),214,0,8.27,0
D202-120000000-0030,피자_가든스페셜 피자 (R),214,0,8.39,0
D202-120000000-0031,피자_갈릭 버터 쉬림프 피자 리치골드 (L),244,0,11.34,0
D202-120000000-0032,피자_갈릭 버터 쉬림프 피자 리치골드 (M),274,0,12.72,0
D202-120000000-0033,피자_갈릭 버터 쉬림프 피자 치즈크러스트 (L),241,0,11.83,0
D202-120000000-0034,피자_갈릭 버터 쉬림프 피자 치즈크러스트 (M),242,0,12.21,0
D202-120000000-0035,피자_갈릭베이컨체다치즈 피자 (L),188,0,12.41,0
D202-120000000-0036,피자_갈릭베이컨포테이토 피자 (L),245,0,9.8,0
D202-120000000-0037,피자_갈릭비프스테이크 피자 (L),208,0,11.05,0
D202-120000000-0038,피자_갈릭비프스테이크 피자 (M),197,0,11.13,0
D202-120000000-0039,피자_갈릭쉬림프 피자 (L),88,0,4.25,0
D202-120000000-0040,피자_갈릭쉬림프 피자 오리지널 (M),262,26.22,11.76,11.96
D202-120000000-0041,피자_갈릭스테이크쉬림프 피자 (L),147,0,8,0
D202-120000000-0042,피자_갈릭스테이크 피자 (L),276,0,15,0
D202-120000000-0043,피자_갈릭스테이크 피자 오리지널 (M),258,30.12,10.68,9.95
D202-120000000-0044,피자_갈릭페퍼스테이크 피자 (F),267,0,12.4,0
D202-120000000-0045,피자_갈릭페퍼스테이크 피자 (L),267,0,11.98,0
D202-120000000-0046,피자_갈릭페퍼스테이크 피자 (P),265,0,12.12,0
D202-120000000-0047,피자_갈릭홀릭 피자 (L),286,0,15.13,0
D202-120000000-0048,피자_갈릭홀릭 피자 (R),285,0,15.18,0
D202-120000000-0049,피자_갈비앤치킨 피자 씬 (L),207,0,10,0
D202-120000000-0050,피자_갈비앤치킨 피자 씬 (R),206,0,9.57,0
D202-120000000-0051,피자_감자베이컨 피자 (L),285,0,6.31,0
D202-120000000-0052,피자_감자별한웅큼피자 (L),248,0,11.28,0
D202-120000000-0053,피자_감자 피자,264,0,12.03,0
D202-120000000-0054,피자_강냉이털어 피자 (L),268,0,14,0
D202-120000000-0055,피자_걱정말아요허니 피자 (L),272,0,12.91,0
D202-120000000-0056,피자_고객의실수 피자 (L),259,0,14.29,0
D202-120000000-0057,피자_고객의실수 피자 (R),260,0,14.39,0
D202-120000000-0058,피자_고구마랍스터볼크림 피자 (L),266,0,14,0
D202-120000000-0059,피자_고구마무스 베이컨 피자 (L),231,0,11,0
D202-120000000-0060,피자_고구마무스 피자 (L),222,0,10.58,0
D202-120000000-0061,피자_고구마무스 피자 (L),216,0,9.07,0
D202-120000000-0062,피자_고구마무스 피자 (M),212,0,9.45,0
D202-120000000-0063,피자_고구마 베이컨 피자 (L),248,0,11.98,0
D202-120000000-0064,피자_고구마베이컨 피자 (L),238,0,6.65,0
D202-120000000-0065,피자_고구마스위트 피자 (L),277,0,9.33,0
D202-120000000-0066,피자_고구마파인애플 피자 (L),250,0,12.43,0
D202-120000000-0067,피자_고구마 피자 (L),252,0,11.74,0
D202-120000000-0068,피자_고구마 피자 (L),252,0,9.66,0
D202-120000000-0069,피자_고구마 피자 (L),252,0,12.55,0
D202-120000000-0070,피자_고구마 피자 (L),225,0,9.28,0
D202-120000000-0071,피자_고구마 피자 (L),229,0,12,0
D202-120000000-0072,피자_고구마 피자 (L),252,0,8.57,0
D202-120000000-0073,피자_고구마 피자 (L),292,0,6,0
D202-120000000-0074,피자_고구마 피자 (L),307,0,8.27,0
D202-120000000-0075,피자_고구마 피자 (L),271,31.99,9.79,8.53
D202-120000000-0076,피자_고구마 피자 (M),229,0,7.98,0
D202-120000000-0077,피자_고구마 피자 (R),253,0,7.69,0
D202-120000000-0078,피자_고구마 피자 (XL),242,0,16.64,0
D202-120000000-0079,피자_고구마 피자 고구마크러스트 (L),232,0,10.07,0
D202-120000000-0080,피자_고구마 피자 고구마크러스트 (R),235,0,9.26,0
D202-120000000-0081,피자_고구마 피자 골드스윗 (L),263,0,12.21,0
D202-120000000-0082,피자_고구마 피자 골드스윗 (R),262,0,12,0
D202-120000000-0083,피자_고구마 피자 라이스골드 (F),240,0,13.76,0
D202-120000000-0084,피자_고구마 피자 라이스골드 (L),254,0,13.62,0
D202-120000000-0085,피자_고구마 피자 라이스골드 (R),261,0,14.25,0
D202-120000000-0086,피자_고구마 피자 라이스바이트 (F),248,0,12.91,0
D202-120000000-0087,피자_고구마 피자 라이스바이트 (L),257,0,13.41,0
D202-120000000-0088,피자_고구마 피자 리코타링 (L),263,0,12.5,0
D202-120000000-0089,피자_고구마 피자 리코타링 (R),264,0,12.43,0
D202-120000000-0090,피자_고구마 피자 밀스크린 (L),240,0,10.66,0
D202-120000000-0091,피자_고구마 피자 밀스크린 (R),234,0,10.11,0
D202-120000000-0092,피자_고구마 피자 밀스크린고구마크러스트 (L),236,0,9.7,0
D202-120000000-0093,피자_고구마 피자 밀스크린고구마크러스트 (R),231,0,9.18,0
D202-120000000-0094,피자_고구마 피자 밀스크린체다크림크러스트 (L),237,0,10.37,0
D202-120000000-0095,피자_고구마 피자 밀스크린체다크림크러스트 (R),231,0,9.09,0
D202-120000000-0096,피자_고구마 피자 밀스크린치즈크러스트 (L),233,0,11.19,0
D202-120000000-0097,피자_고구마 피자 밀스크린치즈크러스트 (R),225,0,10,0
D202-120000000-0098,피자_고구마 피자 백미 (L),177,0,7.18,0
D202-120000000-0099,피자_고구마 피자 백미 (R),181,0,6.38,0
D202-120000000-0100,피자_고구마 피자 백미스크린 (L),233,0,10.08,0
D202-120000000-0101,피자_고구마 피자 백미스크린 (R),229,0,9.3,0
D202-120000000-0102,피자_고구마 피자 백미스크린치즈크러스트 (L),227,0,10.77,0
D202-120000000-0103,피자_고구마 피자 백미스크린치즈크러스트 (R),221,0,10.31,0
